label,image_path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
cardboard,archive\cardboard\cardboard1.jpg,1.1229197,0.5003692,0.0,0.0,0.0,0.0,0.0,1.3800907,0.0,0.0,0.0,0.75778836,0.0,0.0,0.0,1.8392625,0.0,2.1011355,0.0,0.038021155,0.74014765,0.13411137,0.0,0.0,2.642102,0.0,1.303338,1.999723,1.1759139,0.0,1.8856801,0.0,3.1269412,0.35658377,0.0,0.0,0.0,0.0,2.7510974,0.60582995,0.0,0.0,0.0,1.4613537,0.34923476,0.30162486,1.2220715,0.31716627,1.9495239,0.93200934,2.107552,1.4002868,0.0,0.0,0.24681339,0.0,0.27824235,1.7596,0.0,0.0,0.0,2.7314034,0.0,0.0,0.0,0.49503934,2.1097202,0.0,0.0,2.3384607,0.045797125,0.0,0.92001534,1.3944567,1.3898609,0.0,1.4890245,2.2167175,0.2553343,0.2125969,2.228754,3.3612635,0.67771333,0.0,0.0,1.4912738,0.0,0.68854284,0.77607524,1.8630158,0.0,0.0,1.1884031,0.0,1.684587,2.2512944,0.0,0.0,0.0,0.0,0.6582388,0.0,0.5527386,0.0,0.0,0.584168,0.0,0.6809877,0.0,1.211572,0.0,2.2634654,0.0,0.1310532,1.9640578,0.0,1.7559705,1.7438762,0.019194702,0.0,0.0,0.0,0.0,0.74884677,0.0,1.0344534,1.1406779,0.0
cardboard,archive\cardboard\cardboard10.jpg,2.8191118,0.0,0.0,0.0,0.0,2.2625687,0.0,1.6232886,0.91088396,0.0,0.0,1.5741465,0.0,0.0,0.94034916,0.0,0.0,3.284413,0.0,1.5159634,0.0,0.0,0.0,0.0,3.0207355,0.0,0.5771771,1.1588776,0.80922824,2.7512627,1.5921863,0.28949684,6.1923776,0.09264231,0.0,0.0,1.1305631,0.0,3.416579,1.9237641,0.0,0.0,0.58466274,1.4338417,0.0,0.0,0.44802687,0.011291549,4.6609015,0.5074605,0.0,2.8379836,0.0,0.89695877,0.767565,0.0,2.8618765,2.830226,0.95386505,0.0,0.0,2.3530738,0.9670179,0.0,0.0,1.1434623,1.4012132,0.0,0.0,1.029465,0.0,0.0,0.38511294,2.5844512,0.47089115,0.0,1.3448402,0.0,0.0,1.1228555,1.6930679,0.0,0.0,0.0,2.2692404,1.5302006,0.0,0.0,4.658819,0.0,0.0,0.0,6.062524,1.177638,0.80804646,1.1275659,0.0,0.0,0.0,0.0,0.14586417,0.21871033,1.1451184,0.0,0.0,0.19322136,0.0,0.029545989,0.0,0.0,0.0,2.1202724,0.0,0.06364541,0.528353,0.0,0.0,1.940243,1.9656278,0.0,0.0,0.0,1.8130351,1.2632322,2.560491,1.1053537,0.0,0.0
cardboard,archive\cardboard\cardboard100.jpg,1.4808232,0.0,0.0,0.41118512,0.0,1.0712019,0.0,2.1155777,0.0,0.18354158,0.0,0.0,0.42902583,0.0,0.0,0.0,0.0,3.3061526,0.0,0.533303,0.0,0.0,0.0,0.0,1.447072,0.0,1.7537303,2.1423733,1.0554981,0.8404871,3.117148,0.0,3.754798,1.6710533,0.0,0.0,1.9872668,0.0,1.8642709,2.070245,0.0,0.0,1.8294052,0.0,1.3244041,0.636183,2.42131,1.3763717,1.0205163,0.0,0.0,3.0167959,0.66711956,0.0,0.4395274,0.0,2.3941963,1.3623136,0.0,0.0,0.0,3.161624,0.3998311,0.0,0.0,1.0495427,0.25374967,0.0,0.0,2.0026507,0.0,0.0,1.2928092,2.1537108,2.3124754,1.1208553,0.0,1.7606537,0.0,0.0,4.3306565,0.0,2.7942605,0.0,0.7192779,2.0655982,0.0,1.7494328,1.4479039,2.4660826,0.0,0.0,0.0,0.0,1.9828628,0.0,0.0,0.0,0.0,0.017279696,0.0,0.0,0.09304514,0.0,0.0,0.0,0.0,1.4030579,0.0,0.0,0.0,2.2891521,0.0,0.47385845,3.4650903,0.0,0.3588415,0.4534575,1.8166107,0.0,1.0549299,0.0,0.0,0.046138577,2.9930878,2.0750024,0.0,0.0
cardboard,archive\cardboard\cardboard101.jpg,2.4508982,1.0287392,0.6274499,0.0,3.0263782,0.4441901,0.0,0.7010461,0.04090742,0.80994755,0.0,0.0,0.6925561,0.0,2.178197,1.6272092,0.0,2.4308822,0.0,1.8111291,0.0,0.0,0.060616944,0.1239237,3.8497276,0.0,0.0,2.58987,0.6654467,0.47462073,2.7995303,0.0,0.980125,1.6022049,0.0,0.0,0.11851969,0.0,0.4568765,0.0,0.0,0.0,0.6722367,0.0,0.0,0.0,1.9476118,2.593904,2.005579,0.529439,0.4343414,0.3240761,0.0,0.0,0.0,1.1976179,1.2432798,0.0,0.0,0.0,0.21416077,3.0162408,0.0,0.36431953,0.28841987,1.0245184,1.1262325,0.0,0.0,4.271378,0.0,0.0,0.37508518,2.2691312,0.4308131,0.0,2.2263186,0.46631798,0.0,0.65728956,4.1584496,0.0,0.0,0.0,0.30093214,1.2978706,2.6774879,0.5207802,2.7491596,0.97783583,0.0,0.0,0.0,0.0,4.284032,0.0,0.0,0.47860542,0.0,0.7327278,0.0,0.0,2.9370847,1.3830619,0.0,3.000606,0.47398928,0.0,0.0,0.0,0.0,0.0,0.0,0.6833987,5.012541,0.0,0.0,1.5436916,0.0,0.0,0.6020372,0.6137608,0.0,0.0,1.5896795,3.9735305,0.0,0.0
cardboard,archive\cardboard\cardboard102.jpg,1.6419833,0.0,0.5009493,0.0,0.95588166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1760625,0.0,0.20027052,1.2225206,0.0,1.8301587,0.0,0.0,0.0,0.3156296,0.0,0.0,2.0712502,0.0,2.0923522,0.0,2.0968165,0.0,0.0,0.0,2.709834,1.0919535,0.535106,1.0493569,1.3827943,0.0,3.2900162,1.8427479,0.0,0.0,0.0,0.0,0.47199628,0.009122191,2.8945937,0.6096192,1.6722746,0.0,1.7375867,0.6079347,0.0,0.0,1.3223251,0.0,2.5814676,0.0,0.0,0.0,0.0,1.2815884,0.051378004,0.0,0.0,0.0,2.7128034,0.0,0.0,1.4959795,0.0,0.0,2.8674555,1.594882,2.6806777,0.0,1.411774,0.0,0.0,1.644726,2.6853268,0.0,0.15266462,0.07458147,0.0,0.0,0.0,0.7265445,1.8857682,4.0639825,0.0,0.16876589,0.0,0.0,1.75874,0.5588205,0.0,0.0,0.0,0.81304914,0.0,0.0,0.097457625,0.0,0.0,0.0,0.51381516,0.7455417,0.0,0.3790131,0.0,3.2353842,0.0,0.0,2.789157,0.0,2.366694,0.8804096,0.14859875,0.0,0.16290879,0.0,0.0,2.6458416,0.0,3.1779094,0.0,0.0
cardboard,archive\cardboard\cardboard103.jpg,1.6104885,0.10896903,0.5728748,0.0,2.6681166,0.0,0.0,1.2669458,0.0,1.8728079,0.0,0.1342842,0.0,0.0,0.0,0.5517422,0.0,3.2253501,1.4397885,0.07765752,0.67763865,0.0,0.0,0.0,2.6214204,0.0,0.8469983,3.5186973,2.403507,1.8516682,2.9932916,0.0,2.174748,2.07762,0.0,0.0,0.0,1.0384774,0.20637284,1.9808962,0.0,0.0,0.0,0.0,1.3489536,0.0,3.0100868,2.6009004,1.013355,0.0,0.83744043,1.9519043,0.0,0.0,2.2174144,0.8013069,1.5699683,2.2574458,0.0,0.0,0.0,2.6819024,0.0,0.6289082,0.0,0.9472055,1.843323,0.0,0.0,3.3448193,0.0,0.0,2.9015465,2.512844,0.0,0.42694935,1.0217131,2.4249249,0.0,3.4045587,0.556313,0.0,0.0,0.0,0.29294568,0.0,0.27585444,0.17008862,3.0096166,1.9677395,0.0,0.0,0.0,0.0,3.301036,0.04332868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13145252,0.0,0.0,0.0,4.681636,0.0,0.0,2.3800004,0.0,0.0,2.8152783,1.0139896,0.0,0.9921406,0.0,0.0,0.12966636,0.05889805,1.2773855,0.0,0.0
cardboard,archive\cardboard\cardboard104.jpg,0.7984208,1.22646,0.0,0.0,0.4572473,0.39184722,0.0,0.48202857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76744795,1.3327864,0.9570131,0.0,0.0,0.0,1.1711,2.335595,1.7568642,1.082,2.9923234,1.9361498,2.5995815,0.2238727,0.0,1.5616095,0.0,0.43583313,0.1340847,0.0,0.0,2.5956671,0.32098308,0.0,0.0,2.1316345,0.7828242,0.0,1.4448593,1.3285794,3.3342612,1.7986833,0.80233365,0.0,1.0693195,2.2414536,0.0,0.0,0.0,1.1566023,0.87562394,0.0,0.0,0.0,0.0,1.6099399,0.0,0.0,0.0,0.5995232,0.0,0.0,3.2529047,0.5594112,0.0,2.2527149,3.3149598,0.0,1.1007371,0.0,3.0769842,0.0,0.0,1.5216098,1.5415614,0.0,0.0,0.6824879,0.32915434,0.0,0.0,3.37791,0.0,1.2178744,1.2303025,0.6174004,0.0,3.5565503,0.0,1.6361434,1.0445663,0.0,0.0,0.4056631,0.7934842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092083745,0.0,0.1830414,0.0,0.9192003,0.49619016,0.0,0.07814181,0.0,0.0,0.0,0.0,0.0,0.09259186,0.0,0.0,1.9987619,0.5533306,0.0
cardboard,archive\cardboard\cardboard105.jpg,0.26277742,0.0,0.6358234,0.0,0.0,2.1246712,0.0,1.5036217,2.1281815,0.0,0.0,0.5048586,0.0,0.0,0.7095044,0.29038918,0.0,2.589234,0.0,3.237307,0.0,0.36022347,0.0,0.0,2.2865016,0.0,4.581588,0.0,1.2884976,0.5783085,3.049376,0.0,5.018425,0.0,0.0,0.0,2.5858533,0.0,1.1689696,2.1008365,0.0,0.0,2.623962,0.0,0.0,1.3662713,0.49888662,0.31874633,3.4024637,0.5996558,0.36560035,1.8996555,0.0,0.33991086,2.0565283,0.0,0.0,1.9102721,0.0,0.0,0.0,4.3166976,0.0,0.0,0.0,0.0,1.3358594,0.0,0.0,2.030599,0.0,0.0,2.6957965,1.6280802,0.08543758,0.0,0.47364438,0.0,0.12814826,2.4731271,3.9617786,0.50014526,1.733612,0.0,1.367502,1.4151237,0.0,0.28737012,3.7298543,0.098197445,0.0,0.0,1.0750265,0.6484415,2.3643994,0.7707423,0.0,0.0,0.0,0.44357696,0.97715235,0.0,1.6309953,0.0,0.0,1.0179343,0.0,1.063697,0.0,1.9657649,0.0,4.52453,0.0,0.0,2.2699325,0.16513549,0.89567524,0.9999434,0.53160584,0.0,1.1465776,0.0,1.1935136,1.1472702,2.2791412,2.6751802,1.0746918,0.0
cardboard,archive\cardboard\cardboard106.jpg,0.0,0.0,0.0,0.46708784,0.0,0.78205097,0.0,0.0,0.0,0.0,0.0,0.0,1.0108362,0.0,0.0,0.5336187,1.008352,1.1873136,0.0,0.00079409685,0.20608562,0.0,0.0,0.0,4.110621,0.0,0.0,0.6311398,0.48029253,0.2637061,2.1630054,2.049272,2.076255,0.42994016,0.0,0.0,1.8630892,0.0,1.8717898,1.6179624,0.0,0.061219558,2.1995728,1.4641778,0.0,0.9558752,2.402462,1.4139634,0.52038765,0.77858794,0.0,2.3273554,0.50894535,1.3201972,1.8122916,0.0,0.33415517,2.025032,0.69417155,0.9228042,0.0,0.7367644,0.0,0.0,1.0138043,0.0,0.67501235,0.0,0.0,2.8628361,0.0,0.0,2.3383732,0.0,0.0,0.4148365,0.0,0.3377165,0.0,0.19026084,0.6619563,0.0,0.0,0.0,2.439453,2.907271,0.06735625,0.5961702,1.6048194,0.0,0.0,0.0,0.36203685,0.0,0.0,0.7941226,0.0,0.605023,0.0,0.0,0.654939,0.0,0.0,0.0,0.0,0.9739954,0.12261928,0.0,0.29976365,0.0,0.0,3.905429,0.0,0.32423243,2.3608167,0.0,0.0,0.0,0.41500425,0.0,2.09904,0.0,0.0,2.1491928,3.95996,0.51026475,0.0,0.0
cardboard,archive\cardboard\cardboard107.jpg,0.0,0.68169343,0.0,0.0,0.0,0.7072516,0.0,2.426765,1.2200283,0.0,2.0626442,0.0,0.0,0.0,0.41828042,0.0,0.0,1.4500532,0.0,2.2719047,0.0,0.0,0.0,0.12338359,2.4586115,0.16178533,2.4160597,0.0,1.9109731,2.4789064,3.7258022,0.328186,3.7416153,0.9873797,0.79722077,0.0,0.0,0.0,1.2350318,0.0,0.0,0.0,0.036971454,0.0,0.46247712,0.17938672,1.3031288,0.4695453,2.0254476,0.3281413,0.0,0.0,1.7144791,0.0,0.6479427,0.0,0.8907504,0.4390439,0.0,1.647662,0.0,3.2506638,0.0,0.0,0.0,1.0452262,1.5115777,0.0,0.0,3.6996863,0.0,0.0,1.4397435,4.173378,1.653241,0.0,0.49942687,0.0,0.0,0.0,1.182722,1.9153575,1.6915809,0.0,0.0,1.4249321,1.9230547,1.5704812,3.240206,0.0,0.0,0.0,0.5742013,0.0,1.6236306,2.5090723,0.0,0.0,0.0,0.0,1.2408966,0.0,1.17195,0.0,0.0,1.4763788,0.0,1.5036099,0.0,0.0,0.0,1.742958,0.0,1.049455,0.0,1.5654625,0.087028526,1.7367764,0.45609012,0.0,2.371163,0.52307063,0.0106555605,0.0,3.0638528,2.407791,0.0,0.0
cardboard,archive\cardboard\cardboard108.jpg,3.0553281,0.0,0.0,0.0,0.93232656,0.9668537,0.0,1.1229988,0.36712426,0.0,0.0,0.0,0.0,0.0,2.4883623,0.0,0.0,1.0375317,0.0,0.020557346,0.0,0.0,0.0,1.8918185,2.1268084,0.4379706,0.0,2.3021576,2.6153736,0.0,0.24356396,0.7580519,1.7667378,0.0,0.120184824,0.0,2.0397012,0.0,3.431238,2.6035492,0.14782068,0.0,0.024648624,0.0,0.0,0.0,0.5818214,1.9095753,2.7104323,0.0,0.0,2.2351072,0.0,0.2514479,0.0,0.0,0.0,0.0,0.0,0.355074,1.3300108,4.1889753,2.622907,0.0,0.0,0.0,0.48312372,0.0,0.0,2.7945073,0.0,0.5764815,0.70938927,1.8759154,1.7331659,0.45192036,0.0,1.4141583,0.58028895,0.5956843,2.413251,0.0,0.0,0.0,0.9546706,0.0,0.0,1.7018158,3.2002895,0.0,1.8251655,0.0,4.622792,0.0,2.8909674,0.20928144,2.008486,0.0,0.0,0.0,2.8512533,0.0,0.38575786,0.024431802,0.0,0.5534908,0.0,0.78884727,0.0,0.0,0.0,3.110056,0.2706956,0.0,0.0,0.0,0.0,0.0,2.333145,0.0,0.5216453,0.0,0.0,1.0591683,1.9035491,1.9370022,0.8279228,0.41137856
cardboard,archive\cardboard\cardboard109.jpg,4.04814,0.0,0.0,0.0,0.0,0.0,0.0,0.21001194,0.0,0.36313665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4216547,0.0,0.0,0.0,0.0,0.0,0.0,2.749231,0.0,1.6982989,0.0,4.757029,1.5553272,6.257935,0.0,2.0969682,1.1906006,0.0,0.4330208,0.9212071,0.0,1.4070939,1.5499364,0.0,0.0,0.0,0.0,1.6080227,0.0,1.2635942,3.5103757,1.7390347,2.8978379,1.0317539,2.1830158,0.0,0.0,2.384637,0.0,0.28901106,0.2842923,0.0,0.0,0.0,3.1328487,0.89992046,0.0,1.7429608,0.0,2.9746785,0.0,0.0,2.969109,0.0,0.0,2.682058,3.5660217,0.98192513,0.74864817,0.36625162,1.0787537,0.0,2.9245281,4.799862,0.0,0.0,0.0,0.87530446,0.0,0.0,0.0,1.164809,0.0,0.47470096,0.0,0.0,0.0,1.8536148,0.97022355,0.0,3.2482479,0.0,0.0,0.0,0.0,1.2598228,3.4122818,0.80592644,0.0,0.0,0.0,0.0,0.0,0.0,1.2433146,0.0,2.439384,5.451697,0.0,0.8098268,6.1792803,1.405228,0.0,0.0,0.0,0.0,0.0,0.16517074,2.1501572,0.0,0.0
cardboard,archive\cardboard\cardboard11.jpg,3.0998507,0.6051661,0.0,0.0,0.0,0.6045481,0.0,2.4958992,2.8447738,0.0,0.0,0.76791734,0.0,0.0,0.0,0.50070834,0.0,2.0976903,0.0,0.89700276,0.79293203,2.1095867,0.0,1.2837304,2.344437,3.2697766,0.0,0.7070895,0.034792323,0.058353603,1.4398383,0.20401454,2.362926,0.0,0.23337233,0.15465802,0.3470136,0.0,2.949715,2.0540652,0.0,0.0,2.8735905,0.0,2.2066982,0.15135126,1.3468751,0.0,3.9846394,0.7902747,0.0,2.041697,0.69152206,0.0,0.64094406,0.0,0.49843222,1.2213697,0.0,0.0,0.0,1.1202959,0.0,0.0,1.147918,1.4175111,0.0,0.0,0.0,3.7124636,1.555516,0.0,0.46437824,1.4138696,2.3866405,0.0,1.3364623,2.7148201,0.38062906,2.2418554,2.0767624,0.0,0.0,0.0,0.093544304,2.5317013,0.7137605,1.8029329,1.4245704,0.58689225,0.17567925,0.0,0.0,0.0,0.0,1.3023881,0.588819,0.0,0.0,0.0,0.8183103,0.4624886,1.889003,0.071510755,0.0,0.0,0.0,1.6156931,0.0,0.0,0.0,3.9584293,0.0,0.0,3.2973478,0.69557166,0.71499556,1.5666035,0.0,0.0,0.08239837,0.570712,0.0,1.5281556,1.0610627,3.3705382,0.0,0.0
cardboard,archive\cardboard\cardboard110.jpg,1.3509673,1.1361498,0.0,0.0,0.0,2.1917837,0.0,1.6368644,0.5450863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0943084,2.618412,0.09482305,0.0,0.0,0.0,0.0,0.4804481,0.0,2.3433568,3.0669732,0.92083603,0.0,2.229497,0.75165516,0.90540355,0.0,0.0,0.0,0.7951422,0.0,1.1607306,0.0,0.67048365,0.0,2.385923,0.0,0.0,0.8225414,3.1681492,0.0,1.7160174,2.4910357,0.0,0.0,0.0,1.827388,0.0,0.0,0.18158683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1314281,0.0,0.9490156,0.0,0.0,1.693579,0.0,1.6350895,0.0,0.0,0.0,0.0,0.0,1.3080612,0.0,1.6822884,0.0,0.15064968,0.0,0.0,0.36184582,1.2641836,1.2806063,0.0,1.8116806,1.3956351,0.0,1.353249,0.0,0.0,3.8763766,0.0,0.32041678,0.8198452,0.0,1.4770741,1.2757016,0.0,0.8164546,0.0,0.0,0.23129587,0.28542957,0.0,0.0,0.0,0.0,0.0,0.6489522,1.2520351,1.0729389,1.2658063,0.0,3.0139334,0.0,0.0,0.7735631,0.0,0.0,0.0,0.28630897,0.0,0.0,0.0
cardboard,archive\cardboard\cardboard111.jpg,2.2470522,0.0,1.1593708,0.10209858,0.0,0.39548886,0.0,3.3278785,0.49578583,0.89609677,0.0,1.2799511,0.022513699,0.0,0.0,0.0,0.0,0.16649431,0.0,1.9104955,0.0,0.0,0.0,2.2168057,0.90657187,0.08064259,0.0,1.0305905,0.0,0.0,1.0879443,1.2514521,2.633391,0.0,1.5215228,1.1472257,0.6846029,0.0,0.89490014,2.0941033,0.25595397,0.25792304,0.97267574,0.78880686,1.9032847,0.0,0.0,0.0,0.0,0.0,0.0,3.0938709,2.4676108,0.7431664,0.0,0.0,0.0,1.1231273,0.5592439,0.60615146,0.0,3.5568547,0.59084237,0.0,1.3495702,0.6358775,3.5271027,0.0,0.0,0.6289037,0.0,0.0,0.93085206,4.0586486,0.47479683,0.0,0.0,1.8813109,0.0,0.0,0.66176325,1.7442545,0.0,0.0,2.0262604,0.0,0.69166505,0.0,4.4453096,0.0,0.0,0.0,4.2381506,0.63631135,0.110733636,2.7634556,0.2654142,0.0,0.0,3.660905,0.06100858,1.5253319,2.33997,0.0,0.0,1.1545779,0.0,1.1922321,0.0,0.0,0.006008056,2.0858998,0.0,0.0,3.7959106,0.8256211,0.39555764,0.0,1.3175799,0.034383096,0.0,0.0,0.0,1.0182774,0.9907237,0.0,0.0,1.4128343
